               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11596,            0.037973,             0.02927,           0.0041838,             0.28818,           0.0037925,          0.00099996,             0.10024,             0.02596,             0.02614,             0.07075,             0.00325,             0.00325
